DatasetID,FileName,PID,URL,タイトル,巻次,シリーズ,版表示,著者,出版者,出版年,出版年(W3CDTF),ISBN,冊数（ページ数・大きさ）,NDC分類,NDC分類（第８版）,NDC分類（第９版）,NDLC分類,件名（NDLSH）,公開範囲
tosho_1880_rikei,832398_R0000028.json,832398,https://dl.ndl.go.jp/info:ndljp/pid/832398,小学植物教授書,上,,,堤辰二 編,煥乎堂,明15.8,1882,,,470,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,833107_R0000032.json,833107,https://dl.ndl.go.jp/info:ndljp/pid/833107,医用器械図譜,,,,石代十兵衛 編,石代十兵衛,明13.1,1880,,124p 図版 ; 23cm,490,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,833488_R0000276.json,833488,https://dl.ndl.go.jp/info:ndljp/pid/833488,解剖大全,二巻,,,奈良坂源一郎 著,名古屋新聞社,明16-17,1884,,,491,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,833508_R0000052.json,833508,https://dl.ndl.go.jp/info:ndljp/pid/833508,解剖攬要,巻之２,,,田口和美 編,英蘭堂,明10-14,1881,,,491,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,833731_R0000030.json,833731,https://dl.ndl.go.jp/info:ndljp/pid/833731,人身生理書,巻之6,,,川崎典民 著,英蘭堂,明18-20,1887,,,491,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,833855_R0000117.json,833855,https://dl.ndl.go.jp/info:ndljp/pid/833855,生理学,前編,,,吉益政清 著,遠田於莵男,明20,1887,,,491,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,834346_R0000003.json,834346,https://dl.ndl.go.jp/info:ndljp/pid/834346,実用新治療書,,,,千日亮 編||保利聯 訂,英蘭堂,明22.11,1889,,209p ; 16cm,492,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,834346_R0000006.json,834346,https://dl.ndl.go.jp/info:ndljp/pid/834346,実用新治療書,,,,千日亮 編||保利聯 訂,英蘭堂,明22.11,1889,,209p ; 16cm,492,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,834346_R0000053.json,834346,https://dl.ndl.go.jp/info:ndljp/pid/834346,実用新治療書,,,,千日亮 編||保利聯 訂,英蘭堂,明22.11,1889,,209p ; 16cm,492,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,834408_R0000065.json,834408,https://dl.ndl.go.jp/info:ndljp/pid/834408,診断図説,,,,関環 著||田沢敬与 校補||原田豊 閲,関環[ほか],明18.6,1885,,"174, 20p ; 20cm",492,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,827013_R0000008.json,827013,https://dl.ndl.go.jp/info:ndljp/pid/827013,算術必携,巻之1,,,横地幸補 著,高橋屋甚助等,明16.8,1883,,,411,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,829216_R0000074.json,829216,https://dl.ndl.go.jp/info:ndljp/pid/829216,小学算法必用,上巻,,,西尾治郎作 編,能登屋安平,明15.10,1882,,,419,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,829775_R0000042.json,829775,https://dl.ndl.go.jp/info:ndljp/pid/829775,小学珠算指南,第４巻,,訂2版,羽田貞義 編||塩谷吟策 訂,青雲堂,明20.8,1887,,,419.9,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,830162_R0000033.json,830162,https://dl.ndl.go.jp/info:ndljp/pid/830162,小学用物理器械使用法略説,,,,直村典 編||後藤牧太 閲,文部省編輯局,明19.5,1886,,132p ; 19cm,420,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,837455_R0000066.json,837455,https://dl.ndl.go.jp/info:ndljp/pid/837455,生薬学,[本編],,改訂版,アルベルト・ウィカント 著||大井玄洞 訳,英蘭堂,明20.5,1887,,,499,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,837455_R0000226.json,837455,https://dl.ndl.go.jp/info:ndljp/pid/837455,生薬学,[本編],,改訂版,アルベルト・ウィカント 著||大井玄洞 訳,英蘭堂,明20.5,1887,,,499,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,837598_R0000044.json,837598,https://dl.ndl.go.jp/info:ndljp/pid/837598,調剤要術,2,,,華傑児 (ハーケル) 著||勝山忠雄 訳,山茶書房,明11-13,1880,,,499,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,837852_R0000121.json,837852,https://dl.ndl.go.jp/info:ndljp/pid/837852,改正日本薬局方備考,,,,飯高芳康 等編,朝香屋,明20.5,1887,,537p ; 19cm,499.1,,,,,インターネット公開（保護期間満了）
tosho_1880_rikei,837852_R0000134.json,837852,https://dl.ndl.go.jp/info:ndljp/pid/837852,改正日本薬局方備考,,,,飯高芳康 等編,朝香屋,明20.5,1887,,537p ; 19cm,499.1,,,,,インターネット公開（保護期間満了）
